1 	100	mmu-miR-21a-3p 	Thap12 	THAP domain containing 12	
2 	99	mmu-miR-21a-3p 	Dtna 	dystrobrevin alpha	
3 	99	mmu-miR-21a-3p 	Ankib1 	ankyrin repeat and IBR domain containing 1	
4 	99	mmu-miR-21a-3p 	Cpeb2 	cytoplasmic polyadenylation element binding protein 2	
5 	99	mmu-miR-21a-3p 	Pik3ca 	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	
6 	98	mmu-miR-21a-3p 	Pdgfrb 	platelet derived growth factor receptor, beta polypeptide	
7 	98	mmu-miR-21a-3p 	Ero1lb 	ERO1-like beta (S. cerevisiae)	
8 	98	mmu-miR-21a-3p 	Zfpm2 	zinc finger protein, multitype 2	
9 	98	mmu-miR-21a-3p 	Synj1 	synaptojanin 1	
10 	97	mmu-miR-21a-3p 	Cul2 	cullin 2	
11 	97	mmu-miR-21a-3p 	Vapa 	vesicle-associated membrane protein, associated protein A	
12 	97	mmu-miR-21a-3p 	Pcdh9 	protocadherin 9	
13 	97	mmu-miR-21a-3p 	Tra2a 	transformer 2 alpha	
14 	97	mmu-miR-21a-3p 	Amfr 	autocrine motility factor receptor	
15 	97	mmu-miR-21a-3p 	Tet1 	tet methylcytosine dioxygenase 1	
16 	97	mmu-miR-21a-3p 	Naa50 	N(alpha)-acetyltransferase 50, NatE catalytic subunit	
17 	96	mmu-miR-21a-3p 	Nck1 	non-catalytic region of tyrosine kinase adaptor protein 1	
18 	96	mmu-miR-21a-3p 	Traf5 	TNF receptor-associated factor 5	
19 	96	mmu-miR-21a-3p 	Dact1 	dishevelled-binding antagonist of beta-catenin 1	
20 	96	mmu-miR-21a-3p 	Hmg20a 	high mobility group 20A	
21 	96	mmu-miR-21a-3p 	Sema3e 	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	
22 	96	mmu-miR-21a-3p 	Hlf 	hepatic leukemia factor	
23 	95	mmu-miR-21a-3p 	Paf1 	Paf1, RNA polymerase II complex component	
24 	95	mmu-miR-21a-3p 	Asap1 	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	
25 	95	mmu-miR-21a-3p 	Epha5 	Eph receptor A5	
26 	95	mmu-miR-21a-3p 	Ssh2 	slingshot protein phosphatase 2	
27 	95	mmu-miR-21a-3p 	Rimklb 	ribosomal modification protein rimK-like family member B	
28 	95	mmu-miR-21a-3p 	U2surp 	U2 snRNP-associated SURP domain containing	
29 	95	mmu-miR-21a-3p 	Gimap4 	GTPase, IMAP family member 4	
30 	95	mmu-miR-21a-3p 	Epm2aip1 	EPM2A (laforin) interacting protein 1	
31 	95	mmu-miR-21a-3p 	Mynn 	myoneurin	
32 	94	mmu-miR-21a-3p 	Frs2 	fibroblast growth factor receptor substrate 2	
33 	94	mmu-miR-21a-3p 	Srsf2 	serine/arginine-rich splicing factor 2	
34 	94	mmu-miR-21a-3p 	Lysmd3 	LysM, putative peptidoglycan-binding, domain containing 3	
35 	94	mmu-miR-21a-3p 	Dock5 	dedicator of cytokinesis 5	
36 	94	mmu-miR-21a-3p 	Pde1c 	phosphodiesterase 1C	
37 	94	mmu-miR-21a-3p 	Zfp207 	zinc finger protein 207	
38 	94	mmu-miR-21a-3p 	Gcfc2 	GC-rich sequence DNA binding factor 2	
39 	93	mmu-miR-21a-3p 	Usp34 	ubiquitin specific peptidase 34	
40 	93	mmu-miR-21a-3p 	Rdx 	radixin	
41 	93	mmu-miR-21a-3p 	Dhx40 	DEAH (Asp-Glu-Ala-His) box polypeptide 40	
42 	93	mmu-miR-21a-3p 	Sypl 	synaptophysin-like protein	
43 	93	mmu-miR-21a-3p 	Rbm46 	RNA binding motif protein 46	
44 	93	mmu-miR-21a-3p 	Pced1b 	PC-esterase domain containing 1B	
45 	93	mmu-miR-21a-3p 	Spred1 	sprouty protein with EVH-1 domain 1, related sequence	
46 	92	mmu-miR-21a-3p 	D430041D05Rik 	RIKEN cDNA D430041D05 gene	
47 	92	mmu-miR-21a-3p 	Lrba 	LPS-responsive beige-like anchor	
48 	92	mmu-miR-21a-3p 	Bmi1 	Bmi1 polycomb ring finger oncogene	
49 	92	mmu-miR-21a-3p 	Ube2g2 	ubiquitin-conjugating enzyme E2G 2	
50 	92	mmu-miR-21a-3p 	Sept11 	septin 11	
51 	92	mmu-miR-21a-3p 	Tbx20 	T-box 20	
52 	92	mmu-miR-21a-3p 	Cherp 	calcium homeostasis endoplasmic reticulum protein	
53 	92	mmu-miR-21a-3p 	Srsf1 	serine/arginine-rich splicing factor 1	
54 	92	mmu-miR-21a-3p 	Inpp1 	inositol polyphosphate-1-phosphatase	
55 	92	mmu-miR-21a-3p 	Oaz1 	ornithine decarboxylase antizyme 1	
56 	92	mmu-miR-21a-3p 	Krit1 	KRIT1, ankyrin repeat containing	
57 	92	mmu-miR-21a-3p 	Tbc1d8b 	TBC1 domain family, member 8B	
58 	92	mmu-miR-21a-3p 	Atxn1l 	ataxin 1-like	
59 	92	mmu-miR-21a-3p 	Tfg 	Trk-fused gene	
60 	92	mmu-miR-21a-3p 	Hic2 	hypermethylated in cancer 2	
61 	91	mmu-miR-21a-3p 	Fam120a 	family with sequence similarity 120, member A	
62 	91	mmu-miR-21a-3p 	Proser2 	proline and serine rich 2	
63 	91	mmu-miR-21a-3p 	Atl3 	atlastin GTPase 3	
64 	91	mmu-miR-21a-3p 	Tardbp 	TAR DNA binding protein	
65 	91	mmu-miR-21a-3p 	Fnip2 	folliculin interacting protein 2	
66 	91	mmu-miR-21a-3p 	Zc3h7a 	zinc finger CCCH type containing 7 A	
67 	91	mmu-miR-21a-3p 	Map2k3 	mitogen-activated protein kinase kinase 3	
68 	91	mmu-miR-21a-3p 	Rrp1b 	ribosomal RNA processing 1 homolog B (S. cerevisiae)	
69 	91	mmu-miR-21a-3p 	Cd2ap 	CD2-associated protein	
70 	90	mmu-miR-21a-3p 	Top2a 	topoisomerase (DNA) II alpha	
71 	90	mmu-miR-21a-3p 	Ctnnb1 	catenin (cadherin associated protein), beta 1	
72 	90	mmu-miR-21a-3p 	Kpnb1 	karyopherin (importin) beta 1	
73 	90	mmu-miR-21a-3p 	Avl9 	AVL9 cell migration associated	
74 	90	mmu-miR-21a-3p 	Tyro3 	TYRO3 protein tyrosine kinase 3	
75 	90	mmu-miR-21a-3p 	Stx6 	syntaxin 6	
76 	90	mmu-miR-21a-3p 	Ubqln1 	ubiquilin 1	
77 	90	mmu-miR-21a-3p 	Lats1 	large tumor suppressor	
78 	89	mmu-miR-21a-3p 	Aspn 	asporin	
79 	89	mmu-miR-21a-3p 	Neto1 	neuropilin (NRP) and tolloid (TLL)-like 1	
80 	89	mmu-miR-21a-3p 	Mkrn3 	makorin, ring finger protein, 3	
81 	89	mmu-miR-21a-3p 	Vapb 	vesicle-associated membrane protein, associated protein B and C	
82 	89	mmu-miR-21a-3p 	Exph5 	exophilin 5	
83 	89	mmu-miR-21a-3p 	Zscan4d 	zinc finger and SCAN domain containing 4D	
84 	89	mmu-miR-21a-3p 	Oxr1 	oxidation resistance 1	
85 	89	mmu-miR-21a-3p 	Galnt1 	polypeptide N-acetylgalactosaminyltransferase 1	
86 	89	mmu-miR-21a-3p 	Serpini1 	serine (or cysteine) peptidase inhibitor, clade I, member 1	
87 	89	mmu-miR-21a-3p 	Osbpl6 	oxysterol binding protein-like 6	
88 	89	mmu-miR-21a-3p 	Lamp2 	lysosomal-associated membrane protein 2	
89 	89	mmu-miR-21a-3p 	Nufip2 	nuclear fragile X mental retardation protein interacting protein 2	
90 	89	mmu-miR-21a-3p 	Ptpn12 	protein tyrosine phosphatase, non-receptor type 12	
91 	89	mmu-miR-21a-3p 	Cyp51 	cytochrome P450, family 51	
92 	89	mmu-miR-21a-3p 	Ptbp2 	polypyrimidine tract binding protein 2	
93 	89	mmu-miR-21a-3p 	Naa15 	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	
94 	89	mmu-miR-21a-3p 	Setd2 	SET domain containing 2	
95 	88	mmu-miR-21a-3p 	Ppp1r3c 	protein phosphatase 1, regulatory subunit 3C	
96 	88	mmu-miR-21a-3p 	Nppc 	natriuretic peptide type C	
97 	88	mmu-miR-21a-3p 	Gm14461 	predicted gene 14461	
98 	88	mmu-miR-21a-3p 	Rab38 	RAB38, member RAS oncogene family	
99 	88	mmu-miR-21a-3p 	Rab33b 	RAB33B, member RAS oncogene family	
100 	88	mmu-miR-21a-3p 	Inpp4a 	inositol polyphosphate-4-phosphatase, type I	
101 	88	mmu-miR-21a-3p 	4933427D14Rik 	RIKEN cDNA 4933427D14 gene	
102 	88	mmu-miR-21a-3p 	Cpne3 	copine III	
103 	88	mmu-miR-21a-3p 	Faxc 	failed axon connections homolog	
104 	87	mmu-miR-21a-3p 	Polq 	polymerase (DNA directed), theta	
105 	87	mmu-miR-21a-3p 	Ppig 	peptidyl-prolyl isomerase G (cyclophilin G)	
106 	87	mmu-miR-21a-3p 	Flrt2 	fibronectin leucine rich transmembrane protein 2	
107 	87	mmu-miR-21a-3p 	Slc4a5 	solute carrier family 4, sodium bicarbonate cotransporter, member 5	
108 	87	mmu-miR-21a-3p 	Chmp4b 	charged multivesicular body protein 4B	
109 	87	mmu-miR-21a-3p 	Smad2 	SMAD family member 2	
110 	87	mmu-miR-21a-3p 	Megf10 	multiple EGF-like-domains 10	
111 	87	mmu-miR-21a-3p 	Grhl3 	grainyhead like transcription factor 3	
112 	87	mmu-miR-21a-3p 	Srsf6 	serine/arginine-rich splicing factor 6	
113 	86	mmu-miR-21a-3p 	Rnf38 	ring finger protein 38	
114 	86	mmu-miR-21a-3p 	Hnf4g 	hepatocyte nuclear factor 4, gamma	
115 	86	mmu-miR-21a-3p 	Pcbp2 	poly(rC) binding protein 2	
116 	86	mmu-miR-21a-3p 	Pld5 	phospholipase D family, member 5	
117 	86	mmu-miR-21a-3p 	Dpp10 	dipeptidylpeptidase 10	
118 	86	mmu-miR-21a-3p 	Nav1 	neuron navigator 1	
119 	86	mmu-miR-21a-3p 	Elp1 	elongator complex protein 1	
120 	86	mmu-miR-21a-3p 	Col22a1 	collagen, type XXII, alpha 1	
121 	86	mmu-miR-21a-3p 	Srgn 	serglycin	
122 	86	mmu-miR-21a-3p 	Fzd6 	frizzled class receptor 6	
123 	86	mmu-miR-21a-3p 	Zrsr1 	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1	
124 	86	mmu-miR-21a-3p 	Zfp704 	zinc finger protein 704	
125 	86	mmu-miR-21a-3p 	Usp37 	ubiquitin specific peptidase 37	
126 	86	mmu-miR-21a-3p 	Cdk19 	cyclin-dependent kinase 19	
127 	86	mmu-miR-21a-3p 	Elovl3 	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3	
128 	86	mmu-miR-21a-3p 	Etv1 	ets variant 1	
129 	86	mmu-miR-21a-3p 	2410131K14Rik 	RIKEN cDNA 2410131K14 gene	
130 	86	mmu-miR-21a-3p 	Usp9x 	ubiquitin specific peptidase 9, X chromosome	
131 	85	mmu-miR-21a-3p 	Rap1b 	RAS related protein 1b	
132 	85	mmu-miR-21a-3p 	Gxylt1 	glucoside xylosyltransferase 1	
133 	85	mmu-miR-21a-3p 	Klhl4 	kelch-like 4	
134 	85	mmu-miR-21a-3p 	Dennd1b 	DENN/MADD domain containing 1B	
135 	85	mmu-miR-21a-3p 	Lats2 	large tumor suppressor 2	
136 	85	mmu-miR-21a-3p 	Timm21 	translocase of inner mitochondrial membrane 21	
137 	85	mmu-miR-21a-3p 	Col16a1 	collagen, type XVI, alpha 1	
138 	85	mmu-miR-21a-3p 	Prom1 	prominin 1	
139 	85	mmu-miR-21a-3p 	Etl4 	enhancer trap locus 4	
140 	85	mmu-miR-21a-3p 	Ifih1 	interferon induced with helicase C domain 1	
141 	85	mmu-miR-21a-3p 	Wnt7a 	wingless-type MMTV integration site family, member 7A	
142 	85	mmu-miR-21a-3p 	Ppfia1 	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	
143 	85	mmu-miR-21a-3p 	Cyp26b1 	cytochrome P450, family 26, subfamily b, polypeptide 1	
144 	85	mmu-miR-21a-3p 	Nab1 	Ngfi-A binding protein 1	
145 	84	mmu-miR-21a-3p 	Tktl1 	transketolase-like 1	
146 	84	mmu-miR-21a-3p 	Fam208b 	family with sequence similarity 208, member B	
147 	84	mmu-miR-21a-3p 	Zscan4c 	zinc finger and SCAN domain containing 4C	
148 	84	mmu-miR-21a-3p 	Atp6v1f 	ATPase, H+ transporting, lysosomal V1 subunit F	
149 	84	mmu-miR-21a-3p 	Fbxl21 	F-box and leucine-rich repeat protein 21	
150 	84	mmu-miR-21a-3p 	Nlgn1 	neuroligin 1	
151 	84	mmu-miR-21a-3p 	Rybp 	RING1 and YY1 binding protein	
152 	84	mmu-miR-21a-3p 	Ing2 	inhibitor of growth family, member 2	
153 	84	mmu-miR-21a-3p 	Pdzd4 	PDZ domain containing 4	
154 	84	mmu-miR-21a-3p 	Calm1 	calmodulin 1	
155 	84	mmu-miR-21a-3p 	Dicer1 	dicer 1, ribonuclease type III	
156 	84	mmu-miR-21a-3p 	Otud4 	OTU domain containing 4	
157 	84	mmu-miR-21a-3p 	Cdc14b 	CDC14 cell division cycle 14B	
158 	83	mmu-miR-21a-3p 	Coq8a 	coenzyme Q8A	
159 	83	mmu-miR-21a-3p 	Ryr3 	ryanodine receptor 3	
160 	83	mmu-miR-21a-3p 	Kif26b 	kinesin family member 26B	
161 	83	mmu-miR-21a-3p 	Slc1a1 	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	
162 	83	mmu-miR-21a-3p 	Pcdh15 	protocadherin 15	
163 	83	mmu-miR-21a-3p 	Arf3 	ADP-ribosylation factor 3	
164 	83	mmu-miR-21a-3p 	Amdhd1 	amidohydrolase domain containing 1	
165 	83	mmu-miR-21a-3p 	Mis12 	MIS12 kinetochore complex component	
166 	83	mmu-miR-21a-3p 	Mtss1l 	metastasis suppressor 1-like	
167 	82	mmu-miR-21a-3p 	Abhd16a 	abhydrolase domain containing 16A	
168 	82	mmu-miR-21a-3p 	Eef1b2 	eukaryotic translation elongation factor 1 beta 2	
169 	82	mmu-miR-21a-3p 	Fgfr1 	fibroblast growth factor receptor 1	
170 	82	mmu-miR-21a-3p 	Marc2 	mitochondrial amidoxime reducing component 2	
171 	82	mmu-miR-21a-3p 	Ube2e1 	ubiquitin-conjugating enzyme E2E 1	
172 	82	mmu-miR-21a-3p 	Klhl13 	kelch-like 13	
173 	82	mmu-miR-21a-3p 	Mnt 	max binding protein	
174 	82	mmu-miR-21a-3p 	Rps6ka6 	ribosomal protein S6 kinase polypeptide 6	
175 	82	mmu-miR-21a-3p 	Tmem167 	transmembrane protein 167	
176 	82	mmu-miR-21a-3p 	Ap1b1 	adaptor protein complex AP-1, beta 1 subunit	
177 	82	mmu-miR-21a-3p 	Cript 	cysteine-rich PDZ-binding protein	
178 	82	mmu-miR-21a-3p 	Ing3 	inhibitor of growth family, member 3	
179 	82	mmu-miR-21a-3p 	Trim24 	tripartite motif-containing 24	
180 	82	mmu-miR-21a-3p 	Cacnb2 	calcium channel, voltage-dependent, beta 2 subunit	
181 	82	mmu-miR-21a-3p 	Rab7 	RAB7, member RAS oncogene family	
182 	82	mmu-miR-21a-3p 	Kif1b 	kinesin family member 1B	
183 	82	mmu-miR-21a-3p 	Mcm2 	minichromosome maintenance complex component 2	
184 	81	mmu-miR-21a-3p 	Msi2 	musashi RNA-binding protein 2	
185 	81	mmu-miR-21a-3p 	Crebrf 	CREB3 regulatory factor	
186 	81	mmu-miR-21a-3p 	Rora 	RAR-related orphan receptor alpha	
187 	81	mmu-miR-21a-3p 	Spata13 	spermatogenesis associated 13	
188 	81	mmu-miR-21a-3p 	Pdxdc1 	pyridoxal-dependent decarboxylase domain containing 1	
189 	81	mmu-miR-21a-3p 	Socs2 	suppressor of cytokine signaling 2	
190 	81	mmu-miR-21a-3p 	Itga9 	integrin alpha 9	
191 	81	mmu-miR-21a-3p 	Gm8978 	predicted gene 8978	
192 	81	mmu-miR-21a-3p 	Adss 	adenylosuccinate synthetase, non muscle	
193 	81	mmu-miR-21a-3p 	Tmem19 	transmembrane protein 19	
194 	81	mmu-miR-21a-3p 	Rcc2 	regulator of chromosome condensation 2	
195 	81	mmu-miR-21a-3p 	Lipo1 	lipase, member O1	
196 	81	mmu-miR-21a-3p 	Trpc5 	transient receptor potential cation channel, subfamily C, member 5	
197 	81	mmu-miR-21a-3p 	Entpd5 	ectonucleoside triphosphate diphosphohydrolase 5	
198 	81	mmu-miR-21a-3p 	Taok1 	TAO kinase 1	
199 	81	mmu-miR-21a-3p 	Vsig10l 	V-set and immunoglobulin domain containing 10 like	
200 	80	mmu-miR-21a-3p 	Vbp1 	von Hippel-Lindau binding protein 1	
201 	80	mmu-miR-21a-3p 	Calb1 	calbindin 1	
202 	80	mmu-miR-21a-3p 	Smarcad1 	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	
203 	80	mmu-miR-21a-3p 	Grik2 	glutamate receptor, ionotropic, kainate 2 (beta 2)	
204 	80	mmu-miR-21a-3p 	A830010M20Rik 	RIKEN cDNA A830010M20 gene	
205 	80	mmu-miR-21a-3p 	Rgmb 	repulsive guidance molecule family member B	
206 	80	mmu-miR-21a-3p 	Timp3 	tissue inhibitor of metalloproteinase 3	
207 	80	mmu-miR-21a-3p 	Abi2 	abl-interactor 2	
208 	80	mmu-miR-21a-3p 	Bin1 	bridging integrator 1	
209 	80	mmu-miR-21a-3p 	Strbp 	spermatid perinuclear RNA binding protein	
210 	80	mmu-miR-21a-3p 	Mmp16 	matrix metallopeptidase 16	
211 	80	mmu-miR-21a-3p 	Mbnl3 	muscleblind like splicing factor 3	
212 	80	mmu-miR-21a-3p 	Cul5 	cullin 5	
213 	80	mmu-miR-21a-3p 	Rpp14 	ribonuclease P 14 subunit	
214 	80	mmu-miR-21a-3p 	Efcab5 	EF-hand calcium binding domain 5	
215 	80	mmu-miR-21a-3p 	Naa40 	N(alpha)-acetyltransferase 40, NatD catalytic subunit	
216 	80	mmu-miR-21a-3p 	Arhgef26 	Rho guanine nucleotide exchange factor (GEF) 26	
